Row Range,File Name,File Path,Whitespace Ratio,Statement Words,Tabs,Underscores,Empty Lines,Mean Line Length,Mean Comment Length,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Written
20-39,DefaultMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQFactory.java,0.02710843373493976,0.0,0.0,0.0,0.0030120481927710845,0.048569277108433735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-59,DefaultMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQFactory.java,0.07758620689655173,0.0,0.03620689655172414,0.0,0.0034482758620689655,0.048362068965517244,0.16896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60-79,DefaultMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQFactory.java,0.06092436974789916,0.0021008403361344537,0.10714285714285714,0.004201680672268907,0.0,0.04800420168067227,0.28886554621848737,0.002371759068661561,0.0047123012437850775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-99,DefaultMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQFactory.java,0.0815347721822542,0.0,0.07194244604316546,0.0,0.002398081534772182,0.04772182254196642,0.39568345323741005,0.0,0.0025059372179526917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-119,DefaultMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQFactory.java,0.1019522776572668,0.004338394793926247,0.10845986984815618,0.0021691973969631237,0.0021691973969631237,0.04793926247288503,0.720173535791757,0.0,0.014556520108877181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-139,DefaultMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQFactory.java,0.07083333333333333,0.0,0.08333333333333333,0.0,0.004166666666666667,0.04802083333333333,0.0,0.0,0.002329864668169061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023543157125535193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
140-159,DefaultMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQFactory.java,0.08409090909090909,0.0022727272727272726,0.06818181818181818,0.0,0.0,0.047840909090909094,0.4954545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004866424425798262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-179,DefaultMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQFactory.java,0.0593607305936073,0.0,0.0654490106544901,0.0030441400304414,0.0030441400304414,0.048554033485540334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072392340974223165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180-199,DefaultMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQFactory.java,0.08928571428571429,0.00510204081632653,0.1377551020408163,0.0,0.002551020408163265,0.04757653061224489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014529451946465599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200-219,DefaultMQFactory.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQFactory.java,0.08561643835616438,0.003424657534246575,0.14383561643835616,0.0,0.010273972602739725,0.046746575342465756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007270446885047477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-19,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.10188087774294671,0.0,0.0,0.0,0.003134796238244514,0.048510971786833855,0.7523510971786834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20-39,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.032692307692307694,0.0,0.0,0.0,0.0057692307692307696,0.04817307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-59,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.056640625,0.0,0.048828125,0.0,0.001953125,0.04814453125,0.228515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60-79,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.07894736842105263,0.0018796992481203006,0.13157894736842105,0.0018796992481203006,0.0018796992481203006,0.04821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024704905241947016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-99,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.05217391304347826,0.002173913043478261,0.06086956521739131,0.0,0.004347826086956522,0.04793478260869565,0.175,0.0,0.0023917364217406127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-119,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.09022556390977443,0.007518796992481203,0.14285714285714285,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074538507802121975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-139,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.052054794520547946,0.0,0.06301369863013699,0.0,0.005479452054794521,0.047397260273972605,0.2547945205479452,0.0023450678132481547,0.004796647305893487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
140-159,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.04985337243401759,0.005865102639296188,0.11143695014662756,0.0,0.002932551319648094,0.047214076246334315,0.21407624633431085,0.0046655295987207525,0.002351944854988612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007519662803659344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-179,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.08192090395480225,0.005649717514124294,0.12994350282485875,0.0,0.0,0.04731638418079096,0.20056497175141244,0.0,0.009668388143717267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180-199,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.06868131868131869,0.0,0.07692307692307693,0.0,0.0027472527472527475,0.04739010989010989,0.2129120879120879,0.0023125744489940797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200-219,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.07692307692307693,0.006153846153846154,0.13538461538461538,0.0,0.006153846153846154,0.04707692307692308,0.0,0.0,0.002345796532373849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051021602396645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
220-239,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.08493150684931507,0.0,0.0958904109589041,0.0,0.0,0.047397260273972605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002393025321669029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
240-259,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.06805293005671077,0.017013232514177693,0.16257088846880907,0.0,0.0,0.048204158790170135,0.0,0.002377637477021229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06252775430085056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
260-279,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.07068607068607069,0.006237006237006237,0.14760914760914762,0.0,0.0,0.04802494802494803,0.0,0.009834474987461542,0.002296742556301486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027211362164828286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
280-299,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.052060737527114966,0.006507592190889371,0.19305856832971802,0.0,0.0,0.04793926247288503,0.0,0.007186336456788922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074081270005981045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
300-319,DefaultMQReceiver.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\DefaultMQReceiver.java,0.04861111111111111,0.0,0.22569444444444445,0.0,0.0,0.05555555555555555,0.09027777777777778,0.0028056979245799397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011506158676157795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-19,Environment.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\Environment.java,0.10829103214890017,0.0,0.0,0.0,0.005076142131979695,0.048392554991539764,0.8003384094754653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20-39,Environment.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\Environment.java,0.07037643207855974,0.0,0.006546644844517185,0.0,0.0032733224222585926,0.04844517184942717,0.18003273322422259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-59,Environment.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\Environment.java,0.07068607068607069,0.0,0.06860706860706861,0.0,0.006237006237006237,0.04802494802494803,0.29313929313929316,0.0,0.002474720747805274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60-79,Environment.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\Environment.java,0.10483870967741936,0.0,0.05241935483870968,0.004032258064516129,0.008064516129032258,0.04808467741935484,0.1975806451612903,0.0023450678132481547,0.005057818415011657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-99,Environment.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\Environment.java,0.09668508287292818,0.0027624309392265192,0.12430939226519337,0.0,0.0,0.047375690607734805,0.0,0.0023450678132481547,0.0123453636031428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-119,Environment.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\Environment.java,0.09205020920502092,0.0041841004184100415,0.06276150627615062,0.0,0.006276150627615063,0.04801255230125523,0.0,0.004630652030683299,0.009730098452515297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-139,Environment.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\Environment.java,0.08502772643253234,0.0036968576709796672,0.06469500924214418,0.0,0.005545286506469501,0.04824399260628466,0.0,0.007015495266576247,0.014901914733537415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
140-159,Environment.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\Environment.java,0.09401709401709402,0.008547008547008548,0.1111111111111111,0.0,0.008547008547008548,0.09230769230769231,0.0,0.0,0.009403545749377903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01471078648468544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-19,ExternalTool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\ExternalTool.java,0.1134020618556701,0.0,0.0,0.0,0.005154639175257732,0.04836769759450171,0.7835051546391752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20-39,ExternalTool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\ExternalTool.java,0.09274873524451939,0.0,0.021922428330522766,0.01517706576728499,0.0016863406408094434,0.04839797639123103,0.6829679595278246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-59,ExternalTool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\ExternalTool.java,0.08178438661710037,0.0037174721189591076,0.08736059479553904,0.0,0.0,0.048234200743494424,0.0,0.0,0.007427900786204115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60-79,ExternalTool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\ExternalTool.java,0.09774436090225563,0.005639097744360902,0.08082706766917293,0.0018796992481203006,0.0,0.04821428571428571,0.0,0.0,0.01655780043797203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-99,ExternalTool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\ExternalTool.java,0.07692307692307693,0.009615384615384616,0.11298076923076923,0.0,0.0,0.04771634615384616,0.0,0.0,0.029191797376695007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-119,ExternalTool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\ExternalTool.java,0.07889908256880734,0.007339449541284404,0.09908256880733946,0.011009174311926606,0.0,0.048256880733944955,0.7045871559633028,0.0,0.007246443030813528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-139,ExternalTool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\ExternalTool.java,0.08602150537634409,0.010752688172043012,0.0913978494623656,0.0035842293906810036,0.0017921146953405018,0.04829749103942652,1.0,0.0,0.03645910757395499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
140-159,ExternalTool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\ExternalTool.java,0.09206349206349207,0.0,0.09523809523809523,0.0031746031746031746,0.0,0.04698412698412699,0.326984126984127,0.0,0.004715163992860502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-179,ExternalTool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\ExternalTool.java,0.0,0.0,0.2,0.03076923076923077,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015212880226512324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-19,FeedbackMessage.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FeedbackMessage.java,0.10833333333333334,0.0,0.0,0.0,0.005,0.04841666666666667,0.7966666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20-39,FeedbackMessage.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FeedbackMessage.java,0.10606060606060606,0.0,0.03939393939393939,0.0,0.00909090909090909,0.047121212121212126,0.09696969696969697,0.002347240781995197,0.004615786615681827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-59,FeedbackMessage.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FeedbackMessage.java,0.12937062937062938,0.0,0.06993006993006994,0.0,0.006993006993006993,0.04667832167832168,0.11538461538461539,0.002337461018036417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60-79,FeedbackMessage.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FeedbackMessage.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-19,FileController.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileController.java,0.1085899513776337,0.0,0.0,0.0,0.004862236628849271,0.048460291734197726,0.7455429497568882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20-39,FileController.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileController.java,0.03609022556390978,0.0,0.0,0.0,0.0030075187969924814,0.048571428571428564,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-59,FileController.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileController.java,0.061855670103092786,0.0,0.044673539518900345,0.0,0.001718213058419244,0.04836769759450171,0.07388316151202749,0.0,0.007375409874411313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60-79,FileController.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileController.java,0.14086687306501547,0.0,0.06191950464396285,0.0,0.0015479876160990713,0.04852941176470588,0.4411764705882353,0.0023450678132481547,0.014256287618301399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-99,FileController.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileController.java,0.1029641185647426,0.0,0.06708268330733229,0.0,0.0,0.04851794071762871,0.6396255850234009,0.0023450678132481547,0.011925921698707261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-119,FileController.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileController.java,0.10804020100502512,0.0,0.0829145728643216,0.0,0.0,0.04761306532663316,0.7663316582914573,0.0023450678132481547,0.0026111091837397755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-139,FileController.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileController.java,0.041666666666666664,0.005208333333333333,0.140625,0.0,0.0,0.047526041666666664,0.0,0.0,0.017045472124113795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
140-159,FileController.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileController.java,0.0749063670411985,0.00749063670411985,0.07865168539325842,0.0,0.003745318352059925,0.048220973782771535,0.0,0.0,0.0023733964069634792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019604361822551177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-179,FileController.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileController.java,0.03546099290780142,0.0070921985815602835,0.07092198581560284,0.0,0.0,0.13677811550151975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013623349498868178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-19,FileHelper.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileHelper.java,0.10569105691056911,0.0,0.0,0.0,0.0032520325203252032,0.04845528455284553,0.7577235772357723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20-39,FileHelper.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Human Authors\pacman\pacman\FileHelper.java,0.04552590266875981,0.0,0.0,0.0,0.0031397174254317113,0.048508634222919934,0.1695447409733124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
